Date,Tech_ETF,Semiconductor_ETF
2022-03-22,132.29771423339844,152.8175048828125
2022-03-23,128.9904022216797,150.46734619140625
2022-03-24,135.26747131347656,154.37779235839844
2022-03-25,134.70481872558594,154.29002380371094
2022-03-28,135.68331909179688,156.12332153320312
2022-03-29,138.75091552734375,159.4388427734375
2022-03-30,134.72438049316406,157.31301879882812
2022-03-31,131.99440002441406,154.9823760986328
2022-04-01,129.8563690185547,154.52406311035156
2022-04-04,131.99928283691406,157.45928955078125
2022-04-05,126.30443572998047,154.14376831054688
2022-04-06,123.69184875488281,150.4966583251953
2022-04-07,123.7114028930664,150.73068237304688
2022-04-08,120.77102661132812,148.6243438720703
2022-04-11,118.05569458007812,144.8797149658203
2022-04-12,117.41967010498047,144.23611450195312
2022-04-13,120.20838928222656,146.55699157714844
2022-04-14,116.54881286621094,142.99766540527344
2022-04-18,118.5449447631836,143.4657440185547
2022-04-19,121.06947326660156,146.1571807861328
2022-04-20,120.84930419921875,146.0206756591797
2022-04-21,117.53709411621094,143.54371643066406
2022-04-22,114.84132385253906,139.52609252929688
2022-04-25,116.82767486572266,141.6226806640625
2022-04-26,111.84712982177734,136.3470916748047
2022-04-27,111.30895233154297,138.3656463623047
2022-04-28,117.66429138183594,143.9045867919922
2022-04-29,112.45379638671875,137.90731811523438
2022-05-02,115.72687530517578,140.00390625
2022-05-03,116.67601776123047,140.24774169921875
2022-05-04,120.67807006835938,145.1722869873047
2022-05-05,115.0125732421875,138.1901092529297
2022-05-06,113.8334732055664,137.0784149169922
2022-05-09,108.07012939453125,131.7735595703125
2022-05-10,110.8637466430664,133.78236389160156
2022-05-11,107.46345520019531,129.55992126464844
2022-05-12,107.97228240966797,128.22396850585938
2022-05-13,113.63288116455078,132.48544311523438
2022-05-16,111.79820251464844,131.31524658203125
2022-05-17,117.14569854736328,135.1183624267578
2022-05-18,111.54869079589844,128.93582153320312
2022-05-19,111.57804107666016,127.5218505859375
2022-05-20,111.6318588256836,127.80464172363281
2022-05-23,112.52718353271484,130.73988342285156
2022-05-24,109.55744171142578,128.79931640625
2022-05-25,111.83734130859375,130.3010711669922
2022-05-26,115.5751953125,133.43133544921875
2022-05-27,120.15946960449219,137.94631958007812
2022-05-31,119.66043853759766,136.96141052246094
2022-06-01,117.69364929199219,136.55184936523438
2022-06-02,121.85226440429688,139.8576202392578
2022-06-03,118.26117706298828,136.51283264160156
2022-06-06,118.3590316772461,136.52259826660156
2022-06-07,119.30328369140625,138.15110778808594
2022-06-08,116.81790161132812,136.59085083007812
2022-06-09,113.71116638183594,132.9437255859375
2022-06-10,109.50363159179688,127.8338851928711
2022-06-13,103.4173812866211,122.168212890625
2022-06-14,104.17570495605469,122.93858337402344
